,Date,Visitor,HG,Home,AG,winner
1056,2016-03-17,Carolina Hurricanes,2,Pittsburgh Penguins,4,1
1057,2016-03-17,Florida Panthers,4,Toronto Maple Leafs,1,0
1058,2016-03-18,Boston Bruins,0,Anaheim Ducks,4,1
1059,2016-03-18,Ottawa Senators,1,Buffalo Sabres,3,1
1060,2016-03-18,Colorado Avalanche,4,Calgary Flames,3,0
1061,2016-03-18,Vancouver Canucks,0,Edmonton Oilers,2,1
1062,2016-03-18,Chicago Blackhawks,4,Winnipeg Jets,0,0
1063,2016-03-18,Nashville Predators,1,Washington Capitals,4,1
1064,2016-03-19,Tampa Bay Lightning,2,Arizona Coyotes,0,0
1065,2016-03-19,New Jersey Devils,3,Columbus Blue Jackets,6,1
1066,2016-03-19,New York Islanders,0,Dallas Stars,3,1
1067,2016-03-19,Detroit Red Wings,5,Florida Panthers,3,0
1068,2016-03-19,Boston Bruins,1,Los Angeles Kings,2,1
1069,2016-03-19,Carolina Hurricanes,2,Minnesota Wild,3,1
1070,2016-03-19,Montreal Canadiens,0,Ottawa Senators,5,1
1071,2016-03-19,Pittsburgh Penguins,4,Philadelphia Flyers,1,0
1072,2016-03-19,New York Rangers,1,San Jose Sharks,4,1
1073,2016-03-19,Buffalo Sabres,1,Toronto Maple Leafs,4,1
1074,2016-03-19,St. Louis Blues,3,Vancouver Canucks,0,0
1075,2016-03-20,Minnesota Wild,3,Chicago Blackhawks,2,0
1076,2016-03-20,Colorado Avalanche,3,Edmonton Oilers,2,0
1077,2016-03-20,Calgary Flames,4,Montreal Canadiens,1,0
1078,2016-03-20,Columbus Blue Jackets,1,New Jersey Devils,2,1
1079,2016-03-20,Washington Capitals,2,Pittsburgh Penguins,6,1
1080,2016-03-20,Arizona Coyotes,0,San Jose Sharks,3,1
1081,2016-03-20,Anaheim Ducks,3,Winnipeg Jets,2,0
1082,2016-03-21,Los Angeles Kings,2,Nashville Predators,5,1
1083,2016-03-21,Philadelphia Flyers,4,New York Islanders,1,0
1084,2016-03-21,Florida Panthers,2,New York Rangers,4,1
1085,2016-03-21,Calgary Flames,2,Toronto Maple Leafs,5,1
1086,2016-03-22,Edmonton Oilers,2,Arizona Coyotes,4,1
1087,2016-03-22,Buffalo Sabres,3,Carolina Hurricanes,2,0
1088,2016-03-22,Philadelphia Flyers,2,Columbus Blue Jackets,3,1
1089,2016-03-22,Dallas Stars,6,Chicago Blackhawks,2,0
1090,2016-03-22,Los Angeles Kings,1,Minnesota Wild,2,1
1091,2016-03-22,Anaheim Ducks,3,Montreal Canadiens,4,1
1092,2016-03-22,Washington Capitals,4,Ottawa Senators,2,0
1093,2016-03-22,St. Louis Blues,1,San Jose Sharks,0,0
1094,2016-03-22,Detroit Red Wings,2,Tampa Bay Lightning,6,1
1095,2016-03-22,Vancouver Canucks,0,Winnipeg Jets,2,1
1096,2016-03-23,Ottawa Senators,1,New York Islanders,3,1
1097,2016-03-23,Boston Bruins,2,New York Rangers,5,1
1098,2016-03-24,Dallas Stars,1,Arizona Coyotes,3,1
1099,2016-03-24,Florida Panthers,4,Boston Bruins,1,0
1100,2016-03-24,Carolina Hurricanes,3,Columbus Blue Jackets,2,0
1101,2016-03-24,Philadelphia Flyers,4,Colorado Avalanche,2,0
1102,2016-03-24,Montreal Canadiens,3,Detroit Red Wings,4,1
1103,2016-03-24,Calgary Flames,2,Minnesota Wild,6,1
1104,2016-03-24,Vancouver Canucks,2,Nashville Predators,3,1
1105,2016-03-24,New Jersey Devils,3,Pittsburgh Penguins,0,0
1106,2016-03-24,Edmonton Oilers,6,San Jose Sharks,3,0
1107,2016-03-24,Anaheim Ducks,5,Toronto Maple Leafs,6,1
1108,2016-03-24,Los Angeles Kings,1,Winnipeg Jets,4,1
1109,2016-03-25,Washington Capitals,1,New Jersey Devils,0,0
1110,2016-03-25,Vancouver Canucks,0,St. Louis Blues,4,1
1111,2016-03-25,New York Islanders,4,Tampa Bay Lightning,7,1
1112,2016-03-26,Philadelphia Flyers,1,Arizona Coyotes,2,1
1113,2016-03-26,Winnipeg Jets,2,Buffalo Sabres,3,1
1114,2016-03-26,New York Islanders,4,Carolina Hurricanes,3,0
1115,2016-03-26,Chicago Blackhawks,4,Calgary Flames,1,0
1116,2016-03-26,Minnesota Wild,4,Colorado Avalanche,0,0
1117,2016-03-26,Pittsburgh Penguins,7,Detroit Red Wings,2,0
1118,2016-03-26,Edmonton Oilers,4,Los Angeles Kings,6,1
1119,2016-03-26,New York Rangers,5,Montreal Canadiens,2,0
1120,2016-03-26,Columbus Blue Jackets,1,Nashville Predators,5,1
1121,2016-03-26,Anaheim Ducks,4,Ottawa Senators,3,0
1122,2016-03-26,Dallas Stars,4,San Jose Sharks,2,0
1123,2016-03-26,Florida Panthers,5,Tampa Bay Lightning,2,0
1124,2016-03-26,Boston Bruins,3,Toronto Maple Leafs,1,0
1125,2016-03-26,St. Louis Blues,4,Washington Capitals,0,0
1126,2016-03-27,New Jersey Devils,2,Carolina Hurricanes,3,1
1127,2016-03-27,Pittsburgh Penguins,3,New York Rangers,2,0
1128,2016-03-27,Chicago Blackhawks,3,Vancouver Canucks,2,0
1129,2016-03-28,Calgary Flames,5,Arizona Coyotes,2,0
1130,2016-03-28,Buffalo Sabres,2,Detroit Red Wings,3,1
1131,2016-03-28,Anaheim Ducks,2,Edmonton Oilers,1,0
1132,2016-03-28,Colorado Avalanche,4,Nashville Predators,3,0
1133,2016-03-28,Winnipeg Jets,2,Philadelphia Flyers,3,1
1134,2016-03-28,Los Angeles Kings,2,San Jose Sharks,5,1
1135,2016-03-28,Toronto Maple Leafs,0,Tampa Bay Lightning,3,1
1136,2016-03-28,Columbus Blue Jackets,1,Washington Capitals,4,1
1137,2016-03-29,Nashville Predators,2,Dallas Stars,5,1
1138,2016-03-29,Toronto Maple Leafs,5,Florida Panthers,2,0
1139,2016-03-29,Chicago Blackhawks,1,Minnesota Wild,4,1
1140,2016-03-29,Detroit Red Wings,3,Montreal Canadiens,4,1
1141,2016-03-29,Boston Bruins,1,New Jersey Devils,2,1
1142,2016-03-29,Carolina Hurricanes,1,New York Islanders,2,1
1143,2016-03-29,Buffalo Sabres,4,Pittsburgh Penguins,5,1
1144,2016-03-29,Colorado Avalanche,1,St. Louis Blues,3,1
1145,2016-03-29,San Jose Sharks,4,Vancouver Canucks,1,0
1146,2016-03-30,Calgary Flames,3,Anaheim Ducks,8,1
1147,2016-03-30,Washington Capitals,1,Philadelphia Flyers,2,1
1148,2016-03-30,Ottawa Senators,2,Winnipeg Jets,1,0
1149,2016-03-31,Toronto Maple Leafs,1,Buffalo Sabres,4,1
1150,2016-03-31,New York Rangers,3,Carolina Hurricanes,4,1
1151,2016-03-31,Arizona Coyotes,1,Dallas Stars,4,1
1152,2016-03-31,New Jersey Devils,2,Florida Panthers,3,1
1153,2016-03-31,Calgary Flames,0,Los Angeles Kings,3,1
1154,2016-03-31,Ottawa Senators,3,Minnesota Wild,2,0
1155,2016-03-31,Columbus Blue Jackets,3,New York Islanders,4,1
1156,2016-03-31,Nashville Predators,2,Pittsburgh Penguins,5,1
1157,2016-03-31,Vancouver Canucks,4,San Jose Sharks,2,0
1158,2016-03-31,Montreal Canadiens,3,Tampa Bay Lightning,0,0
1159,2016-04-01,Vancouver Canucks,3,Anaheim Ducks,2,0
1160,2016-04-01,Washington Capitals,4,Colorado Avalanche,2,0
1161,2016-04-01,Minnesota Wild,2,Detroit Red Wings,3,1
1162,2016-04-01,Boston Bruins,6,St. Louis Blues,5,0
1163,2016-04-01,Chicago Blackhawks,5,Winnipeg Jets,4,0
1164,2016-04-02,Washington Capitals,0,Arizona Coyotes,3,1
1165,2016-04-02,Columbus Blue Jackets,5,Carolina Hurricanes,1,0
1166,2016-04-02,Calgary Flames,5,Edmonton Oilers,0,0
1167,2016-04-02,Montreal Canadiens,3,Florida Panthers,4,1
1168,2016-04-02,Dallas Stars,3,Los Angeles Kings,2,0
1169,2016-04-02,San Jose Sharks,3,Nashville Predators,2,0
1170,2016-04-02,Pittsburgh Penguins,5,New York Islanders,0,0
1171,2016-04-02,Buffalo Sabres,4,New York Rangers,3,0
1172,2016-04-02,Ottawa Senators,2,Philadelphia Flyers,3,1
1173,2016-04-02,New Jersey Devils,1,Tampa Bay Lightning,3,1
1174,2016-04-02,Detroit Red Wings,3,Toronto Maple Leafs,2,0
1175,2016-04-03,Dallas Stars,1,Anaheim Ducks,3,1
1176,2016-04-03,Boston Bruins,4,Chicago Blackhawks,6,1
1177,2016-04-03,St. Louis Blues,5,Colorado Avalanche,1,0
1178,2016-04-03,Philadelphia Flyers,2,Pittsburgh Penguins,6,1
1179,2016-04-03,Minnesota Wild,1,Winnipeg Jets,5,1
1180,2016-04-04,New York Rangers,4,Columbus Blue Jackets,2,0
1181,2016-04-04,Tampa Bay Lightning,2,New York Islanders,5,1
1182,2016-04-04,Arizona Coyotes,2,St. Louis Blues,5,1
1183,2016-04-04,Florida Panthers,4,Toronto Maple Leafs,3,0
1184,2016-04-04,Los Angeles Kings,2,Vancouver Canucks,3,1
1185,2016-04-05,Winnipeg Jets,2,Anaheim Ducks,1,0
1186,2016-04-05,Carolina Hurricanes,2,Boston Bruins,1,0
1187,2016-04-05,Los Angeles Kings,5,Calgary Flames,4,0
1188,2016-04-05,Arizona Coyotes,2,Chicago Blackhawks,6,1
1189,2016-04-05,San Jose Sharks,3,Minnesota Wild,0,0
1190,2016-04-05,Florida Panthers,4,Montreal Canadiens,1,0
1191,2016-04-05,Buffalo Sabres,3,New Jersey Devils,1,0
1192,2016-04-05,Colorado Avalanche,3,Nashville Predators,4,1
1193,2016-04-05,Tampa Bay Lightning,2,New York Rangers,3,1
1194,2016-04-05,Pittsburgh Penguins,5,Ottawa Senators,3,0
1195,2016-04-05,New York Islanders,4,Washington Capitals,3,0
1196,2016-04-06,Philadelphia Flyers,0,Detroit Red Wings,3,1
1197,2016-04-06,Vancouver Canucks,2,Edmonton Oilers,6,1
1198,2016-04-06,Columbus Blue Jackets,5,Toronto Maple Leafs,1,0
1199,2016-04-07,Detroit Red Wings,2,Boston Bruins,5,1
1200,2016-04-07,Montreal Canadiens,4,Carolina Hurricanes,2,0
1201,2016-04-07,Vancouver Canucks,3,Calgary Flames,7,1
1202,2016-04-07,St. Louis Blues,2,Chicago Blackhawks,1,0
1203,2016-04-07,Colorado Avalanche,2,Dallas Stars,4,1
1204,2016-04-07,Anaheim Ducks,1,Los Angeles Kings,2,1
1205,2016-04-07,Tampa Bay Lightning,4,New Jersey Devils,2,0
1206,2016-04-07,Arizona Coyotes,2,Nashville Predators,3,1
1207,2016-04-07,New York Islanders,4,New York Rangers,1,0
1208,2016-04-07,Florida Panthers,1,Ottawa Senators,3,1
1209,2016-04-07,Toronto Maple Leafs,4,Philadelphia Flyers,3,0
1210,2016-04-07,Winnipeg Jets,5,San Jose Sharks,4,0
1211,2016-04-07,Pittsburgh Penguins,4,Washington Capitals,3,0
1212,2016-04-08,Columbus Blue Jackets,4,Buffalo Sabres,1,0
1213,2016-04-09,Ottawa Senators,6,Boston Bruins,1,0
1214,2016-04-09,Chicago Blackhawks,4,Columbus Blue Jackets,5,1
1215,2016-04-09,Anaheim Ducks,5,Colorado Avalanche,3,0
1216,2016-04-09,Nashville Predators,2,Dallas Stars,3,1
1217,2016-04-09,Carolina Hurricanes,2,Florida Panthers,5,1
1218,2016-04-09,Winnipeg Jets,4,Los Angeles Kings,3,0
1219,2016-04-09,Calgary Flames,2,Minnesota Wild,1,0
1220,2016-04-09,Tampa Bay Lightning,2,Montreal Canadiens,5,1
1221,2016-04-09,Toronto Maple Leafs,1,New Jersey Devils,5,1
1222,2016-04-09,Buffalo Sabres,4,New York Islanders,3,0
1223,2016-04-09,Detroit Red Wings,2,New York Rangers,3,1
1224,2016-04-09,Pittsburgh Penguins,1,Philadelphia Flyers,3,1
1225,2016-04-09,Arizona Coyotes,0,San Jose Sharks,1,1
1226,2016-04-09,Washington Capitals,5,St. Louis Blues,1,0
1227,2016-04-09,Edmonton Oilers,3,Vancouver Canucks,4,1
1228,2016-04-10,Philadelphia Flyers,5,New York Islanders,2,0
1229,2016-04-10,Anaheim Ducks,2,Washington Capitals,0,0
