,Date,Visitor,HG,Home,AG,winner
406,2021-03-13,San Jose Sharks,3,Anaheim Ducks,1,0
407,2021-03-13,New York Rangers,4,Boston Bruins,0,0
408,2021-03-13,Pittsburgh Penguins,3,Buffalo Sabres,0,0
409,2021-03-13,Dallas Stars,3,Columbus Blue Jackets,4,1
410,2021-03-13,Montreal Canadiens,1,Calgary Flames,3,1
411,2021-03-13,Chicago Blackhawks,2,Florida Panthers,4,1
412,2021-03-13,New York Islanders,3,New Jersey Devils,2,0
413,2021-03-13,Washington Capitals,5,Philadelphia Flyers,4,0
414,2021-03-13,Vegas Golden Knights,5,St. Louis Blues,1,0
415,2021-03-13,Nashville Predators,3,Tampa Bay Lightning,6,1
416,2021-03-13,Winnipeg Jets,5,Toronto Maple Leafs,2,0
417,2021-03-13,Edmonton Oilers,1,Vancouver Canucks,2,1
418,2021-03-14,Dallas Stars,2,Columbus Blue Jackets,1,0
419,2021-03-14,Los Angeles Kings,1,Colorado Avalanche,4,1
420,2021-03-14,Carolina Hurricanes,2,Detroit Red Wings,1,0
421,2021-03-14,Arizona Coyotes,1,Minnesota Wild,4,1
422,2021-03-14,New York Islanders,3,New Jersey Devils,2,0
423,2021-03-14,Toronto Maple Leafs,3,Ottawa Senators,4,1
424,2021-03-15,Washington Capitals,6,Buffalo Sabres,0,0
425,2021-03-15,Edmonton Oilers,3,Calgary Flames,4,1
426,2021-03-15,Chicago Blackhawks,3,Florida Panthers,6,1
427,2021-03-15,Philadelphia Flyers,5,New York Rangers,4,0
428,2021-03-15,Vancouver Canucks,3,Ottawa Senators,2,0
429,2021-03-15,Boston Bruins,1,Pittsburgh Penguins,4,1
430,2021-03-15,Nashville Predators,4,Tampa Bay Lightning,1,0
431,2021-03-15,San Jose Sharks,1,Vegas Golden Knights,2,1
432,2021-03-15,Montreal Canadiens,4,Winnipeg Jets,2,0
433,2021-03-16,Anaheim Ducks,4,Colorado Avalanche,8,1
434,2021-03-16,Tampa Bay Lightning,4,Dallas Stars,3,0
435,2021-03-16,Carolina Hurricanes,2,Detroit Red Wings,4,1
436,2021-03-16,Arizona Coyotes,0,Minnesota Wild,3,1
437,2021-03-16,Buffalo Sabres,2,New Jersey Devils,3,1
438,2021-03-16,Boston Bruins,2,Pittsburgh Penguins,1,0
439,2021-03-16,New York Islanders,1,Washington Capitals,3,1
440,2021-03-17,Edmonton Oilers,7,Calgary Flames,3,0
441,2021-03-17,St. Louis Blues,1,Los Angeles Kings,4,1
442,2021-03-17,Philadelphia Flyers,0,New York Rangers,9,1
443,2021-03-17,Vancouver Canucks,3,Ottawa Senators,2,0
444,2021-03-17,San Jose Sharks,4,Vegas Golden Knights,5,1
445,2021-03-17,Montreal Canadiens,3,Winnipeg Jets,4,1
446,2021-03-18,Arizona Coyotes,2,Anaheim Ducks,3,1
447,2021-03-18,Boston Bruins,4,Buffalo Sabres,1,0
448,2021-03-18,Columbus Blue Jackets,3,Carolina Hurricanes,2,0
449,2021-03-18,Minnesota Wild,1,Colorado Avalanche,5,1
450,2021-03-18,Dallas Stars,2,Detroit Red Wings,3,1
451,2021-03-18,Winnipeg Jets,1,Edmonton Oilers,2,1
452,2021-03-18,Nashville Predators,2,Florida Panthers,1,0
453,2021-03-18,Pittsburgh Penguins,2,New Jersey Devils,3,1
454,2021-03-18,Philadelphia Flyers,4,New York Islanders,3,0
455,2021-03-18,Chicago Blackhawks,2,Tampa Bay Lightning,4,1
456,2021-03-19,Vegas Golden Knights,4,Los Angeles Kings,2,0
457,2021-03-19,Vancouver Canucks,3,Montreal Canadiens,2,0
458,2021-03-19,St. Louis Blues,2,San Jose Sharks,1,0
459,2021-03-19,Calgary Flames,4,Toronto Maple Leafs,3,0
460,2021-03-19,New York Rangers,1,Washington Capitals,2,1
461,2021-03-20,Arizona Coyotes,5,Anaheim Ducks,1,0
462,2021-03-20,Columbus Blue Jackets,3,Carolina Hurricanes,2,0
463,2021-03-20,Minnesota Wild,0,Colorado Avalanche,6,1
464,2021-03-20,Dallas Stars,3,Detroit Red Wings,0,0
465,2021-03-20,Winnipeg Jets,2,Edmonton Oilers,4,1
466,2021-03-20,Nashville Predators,0,Florida Panthers,2,1
467,2021-03-20,Vancouver Canucks,4,Montreal Canadiens,5,1
468,2021-03-20,Pittsburgh Penguins,3,New Jersey Devils,1,0
469,2021-03-20,Philadelphia Flyers,1,New York Islanders,6,1
470,2021-03-20,St. Louis Blues,5,San Jose Sharks,2,0
471,2021-03-20,Chicago Blackhawks,1,Tampa Bay Lightning,4,1
472,2021-03-20,Calgary Flames,0,Toronto Maple Leafs,2,1
473,2021-03-20,New York Rangers,3,Washington Capitals,1,0
474,2021-03-21,Nashville Predators,4,Dallas Stars,3,0
475,2021-03-21,Vegas Golden Knights,1,Los Angeles Kings,3,1
476,2021-03-21,New Jersey Devils,2,Pittsburgh Penguins,1,0
477,2021-03-21,Florida Panthers,3,Tampa Bay Lightning,5,1
478,2021-03-22,Colorado Avalanche,5,Arizona Coyotes,1,0
479,2021-03-22,Carolina Hurricanes,3,Columbus Blue Jackets,0,0
480,2021-03-22,Anaheim Ducks,1,Minnesota Wild,2,1
481,2021-03-22,Buffalo Sabres,3,New York Rangers,5,1
482,2021-03-22,Calgary Flames,1,Ottawa Senators,2,1
483,2021-03-22,New York Islanders,2,Philadelphia Flyers,1,0
484,2021-03-22,Los Angeles Kings,1,San Jose Sharks,2,1
485,2021-03-22,Winnipeg Jets,4,Vancouver Canucks,0,0
486,2021-03-22,St. Louis Blues,1,Vegas Golden Knights,5,1
487,2021-03-23,Colorado Avalanche,4,Arizona Coyotes,5,1
488,2021-03-23,Florida Panthers,2,Chicago Blackhawks,3,1
489,2021-03-23,Tampa Bay Lightning,2,Dallas Stars,1,0
490,2021-03-23,Detroit Red Wings,0,Nashville Predators,2,1
491,2021-03-23,New Jersey Devils,4,Philadelphia Flyers,3,0
492,2021-03-24,Anaheim Ducks,2,Minnesota Wild,3,1
493,2021-03-24,Calgary Flames,1,Ottawa Senators,3,1
494,2021-03-24,Buffalo Sabres,2,Pittsburgh Penguins,5,1
495,2021-03-24,Los Angeles Kings,2,San Jose Sharks,4,1
496,2021-03-24,Winnipeg Jets,5,Vancouver Canucks,1,0
497,2021-03-25,New York Islanders,4,Boston Bruins,3,0
498,2021-03-25,Carolina Hurricanes,4,Columbus Blue Jackets,3,0
499,2021-03-25,Florida Panthers,0,Chicago Blackhawks,3,1
500,2021-03-25,Vegas Golden Knights,1,Colorado Avalanche,5,1
501,2021-03-25,Tampa Bay Lightning,3,Dallas Stars,4,1
502,2021-03-25,St. Louis Blues,0,Minnesota Wild,2,1
503,2021-03-25,Detroit Red Wings,1,Nashville Predators,7,1
504,2021-03-25,Toronto Maple Leafs,3,Ottawa Senators,2,0
505,2021-03-25,New York Rangers,8,Philadelphia Flyers,3,0
506,2021-03-25,Buffalo Sabres,0,Pittsburgh Penguins,4,1
507,2021-03-25,New Jersey Devils,3,Washington Capitals,4,1
508,2021-03-26,San Jose Sharks,2,Arizona Coyotes,5,1
509,2021-03-26,Winnipeg Jets,3,Calgary Flames,2,0
510,2021-03-26,Anaheim Ducks,4,St. Louis Blues,1,0
511,2021-03-26,New Jersey Devils,0,Washington Capitals,4,1
512,2021-03-27,San Jose Sharks,0,Arizona Coyotes,4,1
513,2021-03-27,Buffalo Sabres,2,Boston Bruins,3,1
514,2021-03-27,Tampa Bay Lightning,3,Carolina Hurricanes,4,1
515,2021-03-27,Winnipeg Jets,2,Calgary Flames,4,1
516,2021-03-27,Nashville Predators,3,Chicago Blackhawks,1,0
517,2021-03-27,Vegas Golden Knights,3,Colorado Avalanche,2,0
518,2021-03-27,Florida Panthers,4,Dallas Stars,3,0
519,2021-03-27,Columbus Blue Jackets,1,Detroit Red Wings,3,1
520,2021-03-27,New York Rangers,1,Philadelphia Flyers,2,1
521,2021-03-27,New York Islanders,3,Pittsburgh Penguins,6,1
522,2021-03-27,Edmonton Oilers,3,Toronto Maple Leafs,4,1
523,2021-03-28,New Jersey Devils,1,Boston Bruins,0,0
524,2021-03-28,Nashville Predators,3,Chicago Blackhawks,2,0
525,2021-03-28,Florida Panthers,4,Dallas Stars,1,0
526,2021-03-28,Columbus Blue Jackets,1,Detroit Red Wings,4,1
527,2021-03-28,Anaheim Ducks,3,St. Louis Blues,2,0
528,2021-03-28,New York Rangers,4,Washington Capitals,5,1
529,2021-03-29,Philadelphia Flyers,4,Buffalo Sabres,3,0
530,2021-03-29,Winnipeg Jets,5,Calgary Flames,1,0
531,2021-03-29,Anaheim Ducks,2,Colorado Avalanche,5,1
532,2021-03-29,New York Islanders,1,Pittsburgh Penguins,2,1
533,2021-03-29,Minnesota Wild,3,San Jose Sharks,4,1
534,2021-03-29,Edmonton Oilers,3,Toronto Maple Leafs,2,0
535,2021-03-29,Los Angeles Kings,1,Vegas Golden Knights,4,1
536,2021-03-30,New Jersey Devils,4,Boston Bruins,5,1
537,2021-03-30,Carolina Hurricanes,1,Chicago Blackhawks,2,1
538,2021-03-30,Detroit Red Wings,1,Florida Panthers,4,1
539,2021-03-30,Edmonton Oilers,0,Montreal Canadiens,4,1
540,2021-03-30,Dallas Stars,2,Nashville Predators,3,1
541,2021-03-30,Washington Capitals,2,New York Rangers,5,1
542,2021-03-30,Columbus Blue Jackets,3,Tampa Bay Lightning,1,0
543,2021-03-31,Philadelphia Flyers,1,Buffalo Sabres,6,1
544,2021-03-31,Arizona Coyotes,3,Colorado Avalanche,9,1
545,2021-03-31,Minnesota Wild,2,San Jose Sharks,4,1
546,2021-03-31,Los Angeles Kings,4,Vegas Golden Knights,2,0
547,2021-03-31,Toronto Maple Leafs,3,Winnipeg Jets,1,0
548,2021-04-01,Pittsburgh Penguins,4,Boston Bruins,1,0
549,2021-04-01,New York Rangers,3,Buffalo Sabres,2,0
550,2021-04-01,Carolina Hurricanes,4,Chicago Blackhawks,3,0
551,2021-04-01,Detroit Red Wings,2,Florida Panthers,3,1
552,2021-04-01,Dallas Stars,4,Nashville Predators,1,0
553,2021-04-01,Washington Capitals,4,New York Islanders,8,1
554,2021-04-01,Montreal Canadiens,4,Ottawa Senators,1,0
555,2021-04-01,Columbus Blue Jackets,2,Tampa Bay Lightning,3,1
556,2021-04-01,Minnesota Wild,3,Vegas Golden Knights,2,0
557,2021-04-02,Arizona Coyotes,4,Anaheim Ducks,2,0
558,2021-04-02,St. Louis Blues,2,Colorado Avalanche,3,1
559,2021-04-02,Calgary Flames,2,Edmonton Oilers,3,1
560,2021-04-02,San Jose Sharks,3,Los Angeles Kings,0,0
561,2021-04-02,Washington Capitals,2,New Jersey Devils,1,0
562,2021-04-02,Toronto Maple Leafs,2,Winnipeg Jets,1,0
563,2021-04-03,Pittsburgh Penguins,5,Boston Bruins,7,1
564,2021-04-03,New York Rangers,2,Buffalo Sabres,3,1
565,2021-04-03,Dallas Stars,3,Carolina Hurricanes,2,0
566,2021-04-03,St. Louis Blues,1,Colorado Avalanche,2,1
567,2021-04-03,Columbus Blue Jackets,2,Florida Panthers,5,1
568,2021-04-03,San Jose Sharks,3,Los Angeles Kings,2,0
569,2021-04-03,Ottawa Senators,6,Montreal Canadiens,3,0
570,2021-04-03,Chicago Blackhawks,0,Nashville Predators,3,1
571,2021-04-03,Philadelphia Flyers,2,New York Islanders,3,1
572,2021-04-03,Detroit Red Wings,1,Tampa Bay Lightning,2,1
573,2021-04-03,Minnesota Wild,2,Vegas Golden Knights,1,0
574,2021-04-04,Arizona Coyotes,3,Anaheim Ducks,2,0
575,2021-04-04,Dallas Stars,0,Carolina Hurricanes,1,1
576,2021-04-04,Toronto Maple Leafs,4,Calgary Flames,2,0
577,2021-04-04,Columbus Blue Jackets,0,Florida Panthers,3,1
578,2021-04-04,Washington Capitals,5,New Jersey Devils,4,0
579,2021-04-04,Detroit Red Wings,5,Tampa Bay Lightning,1,0
580,2021-04-05,Philadelphia Flyers,3,Boston Bruins,2,0
581,2021-04-05,Toronto Maple Leafs,5,Calgary Flames,3,0
582,2021-04-05,Arizona Coyotes,5,Los Angeles Kings,2,0
583,2021-04-05,Colorado Avalanche,5,Minnesota Wild,4,0
584,2021-04-05,Edmonton Oilers,2,Montreal Canadiens,3,1
585,2021-04-05,Vegas Golden Knights,6,St. Louis Blues,1,0
586,2021-04-05,Ottawa Senators,3,Winnipeg Jets,4,1
587,2021-04-06,Florida Panthers,2,Carolina Hurricanes,5,1
588,2021-04-06,Tampa Bay Lightning,2,Columbus Blue Jackets,4,1
589,2021-04-06,Dallas Stars,2,Chicago Blackhawks,4,1
590,2021-04-06,Nashville Predators,3,Detroit Red Wings,2,0
591,2021-04-06,Buffalo Sabres,5,New Jersey Devils,3,0
592,2021-04-06,Washington Capitals,0,New York Islanders,1,1
593,2021-04-06,Pittsburgh Penguins,4,New York Rangers,8,1
594,2021-04-06,Boston Bruins,4,Philadelphia Flyers,2,0
595,2021-04-06,Anaheim Ducks,5,San Jose Sharks,1,0
596,2021-04-07,Arizona Coyotes,3,Los Angeles Kings,4,1
597,2021-04-07,Colorado Avalanche,3,Minnesota Wild,8,1
598,2021-04-07,Edmonton Oilers,4,Ottawa Senators,2,0
599,2021-04-07,Vegas Golden Knights,1,St. Louis Blues,3,1
600,2021-04-07,Montreal Canadiens,2,Toronto Maple Leafs,3,1
601,2021-04-08,New Jersey Devils,6,Buffalo Sabres,3,0
602,2021-04-08,Florida Panthers,0,Carolina Hurricanes,3,1
603,2021-04-08,Tampa Bay Lightning,6,Columbus Blue Jackets,4,0
604,2021-04-08,Dallas Stars,5,Chicago Blackhawks,1,0
605,2021-04-08,Nashville Predators,7,Detroit Red Wings,1,0
606,2021-04-08,Winnipeg Jets,4,Montreal Canadiens,2,0
607,2021-04-08,Philadelphia Flyers,2,New York Islanders,3,1
608,2021-04-08,Pittsburgh Penguins,5,New York Rangers,2,0
609,2021-04-08,Edmonton Oilers,3,Ottawa Senators,1,0
610,2021-04-08,Boston Bruins,4,Washington Capitals,2,0
611,2021-04-09,Colorado Avalanche,2,Anaheim Ducks,0,0
612,2021-04-09,Washington Capitals,4,Buffalo Sabres,3,0
613,2021-04-09,Pittsburgh Penguins,6,New Jersey Devils,4,0
614,2021-04-09,New York Rangers,4,New York Islanders,1,0
615,2021-04-09,Los Angeles Kings,2,San Jose Sharks,5,1
616,2021-04-09,Minnesota Wild,1,St. Louis Blues,9,1
617,2021-04-09,Arizona Coyotes,4,Vegas Golden Knights,7,1
618,2021-04-10,Detroit Red Wings,5,Carolina Hurricanes,4,0
619,2021-04-10,Chicago Blackhawks,4,Columbus Blue Jackets,3,0
620,2021-04-10,Edmonton Oilers,0,Calgary Flames,5,1
621,2021-04-10,Florida Panthers,1,Dallas Stars,4,1
622,2021-04-10,Winnipeg Jets,5,Montreal Canadiens,0,0
623,2021-04-10,Tampa Bay Lightning,3,Nashville Predators,0,0
624,2021-04-10,Boston Bruins,2,Philadelphia Flyers,3,1
625,2021-04-10,Los Angeles Kings,4,San Jose Sharks,2,0
626,2021-04-10,Minnesota Wild,2,St. Louis Blues,3,1
627,2021-04-10,Ottawa Senators,5,Toronto Maple Leafs,6,1
628,2021-04-11,Colorado Avalanche,4,Anaheim Ducks,1,0
629,2021-04-11,Washington Capitals,8,Boston Bruins,1,0
630,2021-04-11,Pittsburgh Penguins,5,New Jersey Devils,2,0
631,2021-04-11,Dallas Stars,2,Nashville Predators,3,1
632,2021-04-11,New York Rangers,2,New York Islanders,3,1
633,2021-04-11,Buffalo Sabres,5,Philadelphia Flyers,3,0
634,2021-04-11,Arizona Coyotes,0,Vegas Golden Knights,1,1
635,2021-04-12,Detroit Red Wings,3,Carolina Hurricanes,1,0
636,2021-04-12,Chicago Blackhawks,4,Columbus Blue Jackets,3,0
637,2021-04-12,Arizona Coyotes,2,Colorado Avalanche,4,1
638,2021-04-12,Vegas Golden Knights,4,Los Angeles Kings,2,0
639,2021-04-12,Toronto Maple Leafs,2,Montreal Canadiens,4,1
640,2021-04-12,Winnipeg Jets,2,Ottawa Senators,4,1
641,2021-04-12,Anaheim Ducks,4,San Jose Sharks,0,0
642,2021-04-13,Buffalo Sabres,2,Boston Bruins,3,1
643,2021-04-13,Florida Panthers,3,Dallas Stars,2,0
644,2021-04-13,New York Rangers,3,New Jersey Devils,0,0
645,2021-04-13,Tampa Bay Lightning,2,Nashville Predators,7,1
646,2021-04-13,Calgary Flames,3,Toronto Maple Leafs,2,0
647,2021-04-13,Philadelphia Flyers,1,Washington Capitals,6,1
648,2021-04-14,Vegas Golden Knights,6,Los Angeles Kings,2,0
649,2021-04-14,Arizona Coyotes,2,Minnesota Wild,5,1
650,2021-04-14,Calgary Flames,4,Montreal Canadiens,1,0
651,2021-04-14,Winnipeg Jets,3,Ottawa Senators,2,0
652,2021-04-14,Anaheim Ducks,4,San Jose Sharks,1,0
653,2021-04-14,Colorado Avalanche,4,St. Louis Blues,3,0
654,2021-04-15,New York Islanders,1,Boston Bruins,4,1
655,2021-04-15,Nashville Predators,1,Carolina Hurricanes,4,1
656,2021-04-15,Columbus Blue Jackets,1,Dallas Stars,4,1
657,2021-04-15,Chicago Blackhawks,1,Detroit Red Wings,4,1
658,2021-04-15,New Jersey Devils,0,New York Rangers,4,1
659,2021-04-15,Philadelphia Flyers,2,Pittsburgh Penguins,1,0
660,2021-04-15,Florida Panthers,2,Tampa Bay Lightning,3,1
661,2021-04-15,Winnipeg Jets,5,Toronto Maple Leafs,2,0
662,2021-04-15,Buffalo Sabres,5,Washington Capitals,2,0
663,2021-04-16,Vegas Golden Knights,4,Anaheim Ducks,0,0
664,2021-04-16,New York Islanders,0,Boston Bruins,3,1
665,2021-04-16,San Jose Sharks,2,Minnesota Wild,3,1
666,2021-04-16,Calgary Flames,1,Montreal Canadiens,2,1
667,2021-04-17,St. Louis Blues,2,Arizona Coyotes,3,1
668,2021-04-17,Pittsburgh Penguins,3,Buffalo Sabres,2,0
669,2021-04-17,Nashville Predators,1,Carolina Hurricanes,3,1
670,2021-04-17,Columbus Blue Jackets,1,Dallas Stars,5,1
671,2021-04-17,Chicago Blackhawks,4,Detroit Red Wings,0,0
672,2021-04-17,San Jose Sharks,2,Minnesota Wild,5,1
673,2021-04-17,Ottawa Senators,4,Montreal Canadiens,0,0
674,2021-04-17,New Jersey Devils,3,New York Rangers,6,1
675,2021-04-17,Washington Capitals,6,Philadelphia Flyers,3,0
676,2021-04-17,Florida Panthers,5,Tampa Bay Lightning,3,0
677,2021-04-17,Edmonton Oilers,3,Winnipeg Jets,0,0
678,2021-04-18,Vegas Golden Knights,5,Anaheim Ducks,2,0
679,2021-04-18,Washington Capitals,3,Boston Bruins,6,1
680,2021-04-18,Pittsburgh Penguins,2,Buffalo Sabres,4,1
681,2021-04-18,New York Rangers,5,New Jersey Devils,3,0
682,2021-04-18,New York Islanders,1,Philadelphia Flyers,0,0
683,2021-04-18,Toronto Maple Leafs,2,Vancouver Canucks,3,1
684,2021-04-19,Minnesota Wild,5,Arizona Coyotes,2,0
685,2021-04-19,Ottawa Senators,4,Calgary Flames,2,0
686,2021-04-19,Detroit Red Wings,2,Dallas Stars,3,1
687,2021-04-19,Montreal Canadiens,1,Edmonton Oilers,4,1
688,2021-04-19,Columbus Blue Jackets,2,Florida Panthers,4,1
689,2021-04-19,Chicago Blackhawks,2,Nashville Predators,5,1
690,2021-04-19,Carolina Hurricanes,2,Tampa Bay Lightning,3,1
691,2021-04-19,San Jose Sharks,2,Vegas Golden Knights,3,1
692,2021-04-20,Boston Bruins,2,Buffalo Sabres,0,0
693,2021-04-20,Detroit Red Wings,2,Dallas Stars,5,1
694,2021-04-20,Columbus Blue Jackets,1,Florida Panthers,5,1
695,2021-04-20,Anaheim Ducks,1,Los Angeles Kings,4,1
696,2021-04-20,New York Rangers,1,New York Islanders,6,1
697,2021-04-20,New Jersey Devils,6,Pittsburgh Penguins,7,1
698,2021-04-20,Carolina Hurricanes,4,Tampa Bay Lightning,1,0
699,2021-04-20,Toronto Maple Leafs,3,Vancouver Canucks,6,1
700,2021-04-21,Minnesota Wild,4,Arizona Coyotes,1,0
701,2021-04-21,Nashville Predators,4,Chicago Blackhawks,5,1
702,2021-04-21,Montreal Canadiens,4,Edmonton Oilers,3,0
703,2021-04-21,San Jose Sharks,2,Vegas Golden Knights,5,1
704,2021-04-22,Boston Bruins,5,Buffalo Sabres,1,0
705,2021-04-22,Dallas Stars,3,Detroit Red Wings,7,1
706,2021-04-22,Carolina Hurricanes,4,Florida Panthers,2,0
707,2021-04-22,Washington Capitals,1,New York Islanders,0,0
708,2021-04-22,Philadelphia Flyers,3,New York Rangers,2,0
709,2021-04-22,New Jersey Devils,1,Pittsburgh Penguins,5,1
710,2021-04-22,Colorado Avalanche,4,St. Louis Blues,2,0
711,2021-04-22,Columbus Blue Jackets,1,Tampa Bay Lightning,3,1
712,2021-04-22,Ottawa Senators,3,Vancouver Canucks,0,0
713,2021-04-22,Toronto Maple Leafs,5,Winnipeg Jets,3,0
714,2021-04-23,Boston Bruins,4,Buffalo Sabres,6,1
715,2021-04-23,Montreal Canadiens,2,Calgary Flames,4,1
716,2021-04-23,Nashville Predators,3,Chicago Blackhawks,1,0
717,2021-04-23,Minnesota Wild,4,Los Angeles Kings,2,0
718,2021-04-23,Philadelphia Flyers,1,New York Rangers,4,1
719,2021-04-24,Vegas Golden Knights,5,Anaheim Ducks,1,0
720,2021-04-24,Montreal Canadiens,2,Calgary Flames,5,1
721,2021-04-24,Dallas Stars,2,Detroit Red Wings,1,0
722,2021-04-24,Carolina Hurricanes,3,Florida Panthers,4,1
723,2021-04-24,Arizona Coyotes,4,Los Angeles Kings,0,0
724,2021-04-24,Washington Capitals,6,New York Islanders,3,0
725,2021-04-24,New Jersey Devils,2,Pittsburgh Penguins,4,1
726,2021-04-24,Minnesota Wild,6,San Jose Sharks,3,0
727,2021-04-24,Colorado Avalanche,3,St. Louis Blues,5,1
728,2021-04-24,Ottawa Senators,2,Vancouver Canucks,4,1
729,2021-04-24,Toronto Maple Leafs,4,Winnipeg Jets,1,0
730,2021-04-25,Buffalo Sabres,3,New York Rangers,6,1
731,2021-04-25,New Jersey Devils,3,Philadelphia Flyers,4,1
732,2021-04-25,Boston Bruins,0,Pittsburgh Penguins,1,1
733,2021-04-25,Columbus Blue Jackets,3,Tampa Bay Lightning,4,1
734,2021-04-26,Montreal Canadiens,2,Calgary Flames,1,0
735,2021-04-26,Carolina Hurricanes,3,Dallas Stars,4,1
736,2021-04-26,Anaheim Ducks,1,Los Angeles Kings,4,1
737,2021-04-26,Florida Panthers,1,Nashville Predators,4,1
738,2021-04-26,Vancouver Canucks,1,Ottawa Senators,2,1
739,2021-04-26,Arizona Coyotes,4,San Jose Sharks,6,1
740,2021-04-26,Colorado Avalanche,1,St. Louis Blues,4,1
741,2021-04-26,Edmonton Oilers,6,Winnipeg Jets,1,0
742,2021-04-27,Detroit Red Wings,0,Columbus Blue Jackets,1,1
743,2021-04-27,Tampa Bay Lightning,7,Chicago Blackhawks,4,0
744,2021-04-27,Carolina Hurricanes,5,Dallas Stars,1,0
745,2021-04-27,Philadelphia Flyers,4,New Jersey Devils,6,1
746,2021-04-27,Florida Panthers,7,Nashville Predators,4,0
747,2021-04-27,Buffalo Sabres,1,New York Rangers,3,1
748,2021-04-27,Boston Bruins,3,Pittsburgh Penguins,1,0
749,2021-04-27,New York Islanders,0,Washington Capitals,1,1
750,2021-04-28,Anaheim Ducks,3,Los Angeles Kings,2,0
751,2021-04-28,St. Louis Blues,4,Minnesota Wild,3,0
752,2021-04-28,Toronto Maple Leafs,4,Montreal Canadiens,1,0
753,2021-04-28,Vancouver Canucks,3,Ottawa Senators,6,1
754,2021-04-28,Arizona Coyotes,2,San Jose Sharks,4,1
755,2021-04-28,Colorado Avalanche,2,Vegas Golden Knights,5,1
756,2021-04-28,Edmonton Oilers,3,Winnipeg Jets,1,0
757,2021-04-29,Buffalo Sabres,2,Boston Bruins,5,1
758,2021-04-29,Detroit Red Wings,1,Carolina Hurricanes,3,1
759,2021-04-29,Florida Panthers,4,Chicago Blackhawks,3,0
760,2021-04-29,Calgary Flames,3,Edmonton Oilers,1,0
761,2021-04-29,St. Louis Blues,5,Minnesota Wild,4,0
762,2021-04-29,Philadelphia Flyers,3,New Jersey Devils,5,1
763,2021-04-29,New York Islanders,4,New York Rangers,0,0
764,2021-04-29,Dallas Stars,0,Tampa Bay Lightning,3,1
765,2021-04-29,Vancouver Canucks,1,Toronto Maple Leafs,4,1
766,2021-04-29,Pittsburgh Penguins,5,Washington Capitals,4,0
767,2021-04-30,Los Angeles Kings,2,Anaheim Ducks,1,0
768,2021-04-30,Vegas Golden Knights,0,Arizona Coyotes,3,1
769,2021-04-30,San Jose Sharks,0,Colorado Avalanche,3,1
770,2021-04-30,Winnipeg Jets,3,Montreal Canadiens,5,1
771,2021-05-01,Los Angeles Kings,2,Anaheim Ducks,6,1
772,2021-05-01,Vegas Golden Knights,3,Arizona Coyotes,2,0
773,2021-05-01,Buffalo Sabres,2,Boston Bruins,6,1
774,2021-05-01,Columbus Blue Jackets,1,Carolina Hurricanes,2,1
775,2021-05-01,Florida Panthers,5,Chicago Blackhawks,4,0
776,2021-05-01,San Jose Sharks,3,Colorado Avalanche,4,1
777,2021-05-01,Tampa Bay Lightning,0,Detroit Red Wings,1,1
778,2021-05-01,Calgary Flames,1,Edmonton Oilers,4,1
779,2021-05-01,St. Louis Blues,3,Minnesota Wild,4,1
780,2021-05-01,Ottawa Senators,2,Montreal Canadiens,3,1
781,2021-05-01,Dallas Stars,0,Nashville Predators,1,1
782,2021-05-01,New York Rangers,0,New York Islanders,3,1
783,2021-05-01,New Jersey Devils,4,Philadelphia Flyers,1,0
784,2021-05-01,Vancouver Canucks,1,Toronto Maple Leafs,5,1
785,2021-05-01,Pittsburgh Penguins,3,Washington Capitals,0,0
786,2021-05-02,Tampa Bay Lightning,2,Detroit Red Wings,1,0
787,2021-05-03,Los Angeles Kings,3,Arizona Coyotes,2,0
788,2021-05-03,New York Islanders,2,Buffalo Sabres,4,1
789,2021-05-03,Chicago Blackhawks,2,Carolina Hurricanes,5,1
790,2021-05-03,Nashville Predators,4,Columbus Blue Jackets,3,0
791,2021-05-03,Dallas Stars,4,Florida Panthers,5,1
792,2021-05-03,Vegas Golden Knights,5,Minnesota Wild,6,1
793,2021-05-03,Toronto Maple Leafs,2,Montreal Canadiens,3,1
794,2021-05-03,Boston Bruins,3,New Jersey Devils,0,0
795,2021-05-03,Washington Capitals,6,New York Rangers,3,0
796,2021-05-03,Winnipeg Jets,1,Ottawa Senators,2,1
797,2021-05-03,Pittsburgh Penguins,2,Philadelphia Flyers,7,1
798,2021-05-03,Colorado Avalanche,5,San Jose Sharks,4,0
799,2021-05-03,Anaheim Ducks,1,St. Louis Blues,3,1
800,2021-05-03,Edmonton Oilers,5,Vancouver Canucks,3,0
801,2021-05-04,New York Islanders,3,Buffalo Sabres,4,1
802,2021-05-04,Chicago Blackhawks,3,Carolina Hurricanes,6,1
803,2021-05-04,Boston Bruins,3,New Jersey Devils,4,1
804,2021-05-04,Pittsburgh Penguins,7,Philadelphia Flyers,3,0
805,2021-05-04,Edmonton Oilers,4,Vancouver Canucks,1,0
806,2021-05-05,Los Angeles Kings,4,Arizona Coyotes,2,0
807,2021-05-05,Nashville Predators,2,Columbus Blue Jackets,4,1
808,2021-05-05,Winnipeg Jets,4,Calgary Flames,0,0
809,2021-05-05,Vegas Golden Knights,3,Minnesota Wild,2,0
810,2021-05-05,Washington Capitals,4,New York Rangers,2,0
811,2021-05-05,Montreal Canadiens,1,Ottawa Senators,5,1
812,2021-05-05,Colorado Avalanche,2,San Jose Sharks,3,1
813,2021-05-05,Anaheim Ducks,3,St. Louis Blues,2,0
